"X0","X1","X2","X3","X4","X5"
50.9703847983659,7.49705590079259,0.108228295169589,-5.87277718786261,33.2981310774127,-10.3333717746505
88.1792253026089,14.4465933177857,60.0448201739009,5.38038182599619,12.56194616177,-68.0841863084722
49.5438669320832,5.01555877794796,22.9064933312763,53.1970159493158,9.96546731871069,19.6280589779041
93.7044214706316,-0.600723995177486,20.9298950738928,43.3468605576081,48.4810635804463,17.8917486139474
96.0881568223245,-10.5099629141041,-75.4655330737303,26.0404259135099,-20.7567520033499,-64.1592945455383
56.1852891471661,-1.77285822064864,-34.7615387244173,49.3699317968399,58.6656116814304,-10.1552672742367
95.8095596139062,19.8494102227156,40.114113628536,20.1206313581855,8.00570961378627,23.5237157025534
63.6924928441573,-7.59628666479024,-21.5636491426887,-22.4632350258691,-9.04151429498265,-25.9633716828499
73.0410546972534,4.11664286991466,24.9553231451738,52.1604433293904,37.4836124030715,-49.0538762382087
33.8204626924748,22.397541222347,57.6833804197938,17.6671578328835,-17.3812768610578,-76.3769914650619
40.7267056317348,15.2814005107164,-10.4907174465613,-5.69465874142533,43.8527653558043,-19.3810520148396
64.3513347376932,14.3757647312325,-19.0890774482216,46.6759632867215,54.4448047696047,-36.2072449420043
36.5654685765854,-16.7003610089124,-51.4753166328302,51.8159964072035,25.4130581133181,-68.0604688800745
12.2642396309454,27.1165797701155,53.630046958916,45.8888838309267,13.5742074666269,-19.7902550257472
72.511404560617,-4.92229888932845,-56.7515940231987,14.1282324887767,50.9908662116476,-35.6487310058157
42.2028287132232,-13.6065919182869,-24.0505207674181,59.797373544854,55.1017195504216,-11.0861846037352
57.0459461971499,21.8944692649911,50.3792751553427,-32.5274014142934,65.3412754642493,11.5926456881045
16.7227314918073,3.58800146339449,-23.3614478899079,-0.758241735041338,45.0314724066286,-30.9683230747401
-7.65828282140325,-8.67363890566871,-12.050599274132,-6.65619226785235,-2.95222417242874,-6.64749517759268
51.1445777171911,-19.4279648219088,-69.0156189975752,-19.6930342110744,-40.0233414524287,-46.1580889239347
21.5689673366358,-13.8039113186882,-58.9369668291252,-10.7175250220212,76.1051506136625,-11.4209165230833
46.2840891799887,-8.05503435955868,-73.390281737353,45.6326658187596,46.6870475335677,-8.56705356993041
56.0435395840185,-13.8001264986636,-27.983017479659,34.9371572000155,26.0988031190245,25.3770243144867
17.5361527206305,-22.3389062149624,-37.1348220258483,38.9647688079508,85.190916919872,-19.5607367042935
25.0015334668095,-7.95507061466991,-59.6066888854694,39.8196866607246,16.1001980176345,-7.54641484517634
64.2815666689617,-2.75239200441514,-9.60497839129801,-5.34536309152907,-21.4189697166344,-8.81874651506048
40.0131980669437,31.1347845937089,66.374655152831,61.5448060270644,55.9844460459714,17.2199810529516
61.9368663940944,-7.81775896474195,-58.4916650529349,33.3007494476406,-17.5349728933161,-44.9938189179485
2.98379374893467,-1.82687690889688,-45.1812762609445,20.4303944617627,63.1985807760703,11.466983438334
88.3274220058025,31.9021944872947,71.7671899507802,12.6905101706512,1.34987505975217,-3.4127893676682
40.7678149151207,-5.32142682989049,-40.9475062578707,12.1700622967243,92.3077601675492,-2.47456352451806
-0.466226358502688,10.9775086504846,10.3381032956512,53.6720474675126,-24.1153374145427,-33.4538783287919
71.4703239295814,7.29327996987129,22.7327417783708,30.8307098905309,-10.3198396729346,-66.3805311633799
86.6298681830427,7.64818257088978,-5.4071042256963,46.8747744266297,43.2422838486332,3.20137956906385
-32.246186598869,-4.74087562721752,-38.2317434945568,8.44289433168954,109.663106799266,-55.7717962662418
41.9487813662841,4.95567057694412,10.956230047935,54.533867449855,39.3386374198118,-8.21224323225871
78.582709185214,14.7354862791494,5.83390261966126,-16.848531222269,73.178829193113,-0.906427300644555
63.2541602705585,10.9450851172067,12.7672607451629,28.4156170448161,32.5997012072681,-47.6008281059805
43.818047607571,-9.19929550269568,-17.4957177441267,26.4383585694245,46.7436007961169,-43.5262109305886
17.7035691564741,-6.43434655667951,8.92187684077141,28.013064111255,18.543125118686,-37.3523361749832
19.2286525850486,24.2308780611983,44.605853510532,40.1307317573706,39.792535013178,-0.423382920875042
76.8685025472834,39.6728981051388,64.3067301107182,56.7595668794041,67.388930695113,-16.7479824674557
50.1498101408561,6.70586318504819,5.62076032650847,-50.6987156452906,19.1403429276524,-34.721276856784
49.4173309628539,0.690387640969093,-43.7783189228277,80.3008606404355,36.5553870070325,-11.8845543675355
13.8987946015288,8.37454160265094,5.61629750521385,29.018510231998,40.8290576142999,-50.6315051113168
116.279782855074,12.4470000599359,32.9333844386102,78.7044024591683,63.2598191757803,-23.5570436071854
35.5608782351688,5.7181417850937,-8.46709070036985,14.0644845812588,67.6655585513776,-38.7351270219614
23.6939869443358,-6.5401783575813,-45.5888526564131,43.3134237206275,27.3811159659048,-33.3348079037844
33.7356978360528,-12.4158156003609,-58.2247237360064,-12.4224793131529,17.163825575305,-22.3591524936344
66.6199649043946,8.25977579400838,-9.94229821051504,99.6886983061977,-10.4272646735487,-25.2112906897037
55.6256523990766,-20.8537338443205,-48.3132928678347,63.6677176241911,61.3429429452498,-58.8481312862653
54.0786106501978,-13.4543469330425,-17.4514856846782,-18.6941010667572,13.1250735740385,-59.5880310145314
21.8782870706418,17.3452596767006,62.938811965009,-1.10997522467554,16.753334892413,-5.57129634495251
8.26343832890849,-18.4711505313062,-66.3288026772769,31.559296757313,25.1479422589189,-30.9245958338037
56.3266473973655,-24.0253884031583,-44.7931285480746,-34.9255447497526,21.5838310857052,-41.3848835012538
50.192332910376,-5.4305209134108,-3.72785231840269,39.4392925074277,70.5268309907932,-44.5285366375413
12.9284313036614,-12.6483615408714,-44.5157094579954,-46.9188711082816,44.2318416855723,-6.60610818659531
64.5739352540514,0.543687092564982,19.4007481683611,25.0553820704251,48.549684125971,-7.04077851987627
